"RETAILER","VOLUME","DISP","PRICE"
"RALEIGH/GREENSBORO - WINN DIXIE",2119,0.026531409,2.688532
"RALEIGH/GREENSBORO - FOOD LION",5084,0.026836451,2.448466
"ALBANY,NY - PRICE CHOPPER",5431,0.345,2.000184
"BALTI/WASH - GIANT FOOD INC",8449,0.081,3.053379
"BALTI/WASH - SAFEWAY",3704,0,3.986771
"BALTI/WASH - SUPER FRESH",1773,0.047368421,3.922166
"MILWAUKEE - KOHLS FOOD STORE",1735,0,3.165418
"NEW ORLEANS - WINN DIXIE",4088,0,2.812378
"BUFFALO/ROCHESTER - TOPS MARKETS",2517,0,3.319031
"BUFFALO/ROCHESTER - WEGMANS",2369,0.068666667,3.371887
"CHARLOTTE - BI LO",1801,0.503,2.386452
"CHARLOTTE - HARRIS TEETER",1858,0.057,2.46986
"CHARLOTTE - WINN DIXIE",3253,0.233,2.541961
"CHARLOTTE - FOOD LION",4685,0.024079678,2.427962
"HARTFORD - STOP & SHOP",1859,0,3.366864
"JACKSONVILLE,FL - PUBLIX",1898,0.015628952,2.73393
"JACKSONVILLE,FL - WINN DIXIE",3583,0.07092097,2.429528
"JACKSONVILLE,FL - FOOD LION",1306,0.268118233,2.41807
"LOUISVILLE - KROGER CO",7431,0.139602372,2.051675
"LOUISVILLE - WINN DIXIE",2250,0.085,2.600444
"RICHMOND/NORFOLK - FOOD LION",6693,0.148545126,2.437621
"RICHMOND/NORFOLK - NEW FARM FRESH",3480,0.171708467,2.824425
"COLUMBUS,OH - BIG BEAR",2702,0.111,2.713546
"COLUMBUS,OH - KROGER CO",3424,0.075,3.097839
"LITTLE ROCK - HARVEST FOODS",2113,0.07370302,2.707052
"WICHITA - DILLON COMPANIES",1464,0.372,3.692623
"SOUTH CAROLINA - BI LO",9418,0.659,2.3866
"SOUTH CAROLINA - FOOD LION",5403,0,2.439571
"SOUTH CAROLINA - WINN DIXIE",6906,0.444,2.386476
"ORLANDO,FL - PUBLIX",5345,0.004821192,2.750608
"ORLANDO,FL - WINN DIXIE",3796,0,2.474183
"ORLANDO,FL - FOOD LION",858,0.061179792,2.449883
"SYRACUSE - P & C FOOD MARKE",1236,0.211,3.180421
"SYRACUSE - PRICE CHOPPER",4350,0.4845,2.00023
"SYRACUSE - WEGMANS",828,0.295709754,3.474638
"NEW ENGLAND (NORTH) - SHOP N SAVE",9392,0.339,2.106367
"SAN ANT/CORPUS CHR - H E BUTT",21478,0.289,2.920011
"BIRMINGHAM/MONTGOM - BRUNOS",11627,0.079620072,2.280898
"BIRMINGHAM/MONTGOM - KROGER",1959,0.305,2.25319
"BIRMINGHAM/MONTGOM - WINN DIXIE",6678,0.047595721,2.288859
"HARRISBURG/SCRANTN - GIANT FOOD STO",2017,0.4335,2.3882
"NEW YORK (NEW) - A & P",4319,0,4.349618
"NEW YORK (NEW) - PATHMARK",3911,0.055066079,4.386346
"NEW YORK (NEW) - WALDBAUMS",1702,0,4.484724
"ROANOKE (NEW) - FOOD LION",3192,0.024094615,2.493734
"ROANOKE (NEW) - KROGER CO",6928,0.051203368,2.477627
"LOS ANGELES - LUCKY",18502,0.158,2.902281
"LOS ANGELES - RALPHS",5635,0.245,3.053416
"LOS ANGELES - VONS",8594,0,3.553409
"CHICAGO - DOMINICK",7388,0.48,3.226448
"CHICAGO - JEWEL",13695,0,3.270391
"CHICAGO - OMNI",3500,0.187,2.742571
"HOUSTON - KROGER CO",13951,0.105,2.450864
"HOUSTON - RANDALLS",3219,0,3.682199
"PITTSBURGH - GIANT EAGLE",2715,0.2835,3.327072
"DETROIT - FARMER JACKS",7361,0.04189126,2.72232
"DETROIT - KROGER CO",5748,0.0355,2.721294
"CLEVELAND - STOP N SHOP",3484,0.077791599,2.941447
"ST. LOUIS - NATIONAL SUPER",2985,0.071,3.286432
"ST. LOUIS - SCHNUCK MARKETS",8356,0.355,2.653303
"DALLAS/FT. WORTH - ALBERTSONS",3717,0.322,3.453054
"DALLAS/FT. WORTH - KROGER CO",2456,0,2.653094
"DALLAS/FT. WORTH - TOM THUMB",3681,0.203,3.33931
"DALLAS/FT. WORTH - WINN DIXIE",2167,0.127,2.386248
"BOSTON - SHAWS",3060,0,2.429412
"BOSTON - STAR MARKET",559,0.044,3.135957
"BOSTON - STOP & SHOP",2717,0,2.558336
"SAN FRANCISCO - LUCKY",11119,0.233674998,3.201907
"TAMPA/ST. PETE - KASH N KARRY",4170,0.046743172,2.986331
"TAMPA/ST. PETE - PUBLIX",4420,0,2.771719
"TAMPA/ST. PETE - WINN DIXIE",4886,0.031840944,2.746828
"DENVER - KING SOOPERS INC",4296,0.189,3.810056
"PHILADELPHIA - ACME MARKET",3600,0.1485,3.670556
"ATLANTA - KROGER CO",3712,0,3.351024
"ATLANTA - WINN DIXIE",3212,0,2.563823
"CINCINNATI - KROGER CO",4901,0.111,3.005917
"INDIANAPOLIS - KROGER CO",4545,0.191,2.653465
"OKLAHOMA CITY - HOMELAND",1271,0.392,3.072384
"SACRAMENTO - RALEYS",1973,0.4355,3.665484
"SAN DIEGO - LUCKY",4186,0.169,3.104396
"SAN DIEGO - RALPHS",2168,0.473,3.053506
"SALT LAKE CITY - SMITHS FOOD",2523,0.6,3.053508
"PHOENIX - SAFEWAY",1041,0.307,3.587896
"PHOENIX - FRY'S FOOD STORE",2232,0,2.520161
"PHOENIX - SMITHS FOOD",1061,0.482,3.318567
"MIAMI - PUBLIX",9996,0.00640128,2.630752
"MIAMI - WINN DIXIE",8091,0,2.506859
"NASHVILLE - KROGER CO",4212,0.358,2.273742
"RALEIGH/GREENSBORO - WINN DIXIE",2201,0.032400772,2.77692
"RALEIGH/GREENSBORO - FOOD LION",4604,0.022450503,2.438097
"ALBANY,NY - PRICE CHOPPER",632,0.128,2.946203
"BALTI/WASH - GIANT FOOD INC",4837,0.174,3.778375
"BALTI/WASH - SAFEWAY",4489,0.058,3.98708
"BALTI/WASH - SUPER FRESH",1296,0,3.896605
"MILWAUKEE - KOHLS FOOD STORE",1430,0,3.167133
"NEW ORLEANS - WINN DIXIE",4331,0,2.762641
"BUFFALO/ROCHESTER - TOPS MARKETS",2232,0,3.320341
"BUFFALO/ROCHESTER - WEGMANS",2959,0.022591463,3.353836
"CHARLOTTE - BI LO",1479,0.481,2.386072
"CHARLOTTE - HARRIS TEETER",1829,0.057,2.459814
"CHARLOTTE - WINN DIXIE",2425,0.233,2.865155
"CHARLOTTE - FOOD LION",4171,0.020052836,2.390794
"HARTFORD - STOP & SHOP",1697,0,3.347672
"JACKSONVILLE,FL - PUBLIX",1701,0.043,2.764256
"JACKSONVILLE,FL - WINN DIXIE",3609,0.079275201,2.434192
"JACKSONVILLE,FL - FOOD LION",1370,0.238474979,2.416788
"LOUISVILLE - KROGER CO",4618,0.3715,2.443482
"LOUISVILLE - WINN DIXIE",1809,0,2.599226
"RICHMOND/NORFOLK - FOOD LION",5313,0.065158716,2.447205
"RICHMOND/NORFOLK - NEW FARM FRESH",3609,0.160650043,2.798559
"COLUMBUS,OH - BIG BEAR",941,0.052391401,3.534538
"COLUMBUS,OH - KROGER CO",2314,0,3.58643
"LITTLE ROCK - HARVEST FOODS",2006,0.076729204,2.697408
"WICHITA - DILLON COMPANIES",1545,0.25,3.693204
"SOUTH CAROLINA - BI LO",10393,0.605,2.386799
"SOUTH CAROLINA - FOOD LION",4690,0,2.704264
"SOUTH CAROLINA - WINN DIXIE",4691,0.228,2.386485
"ORLANDO,FL - PUBLIX",4688,0,2.750853
"ORLANDO,FL - WINN DIXIE",3881,0.01076149,2.438804
"ORLANDO,FL - FOOD LION",877,0.044851716,2.419612
"SYRACUSE - P & C FOOD MARKE",1449,0,3.200828
"SYRACUSE - PRICE CHOPPER",458,0,2.884279
"SYRACUSE - WEGMANS",863,0.202,3.491309
"NEW ENGLAND (NORTH) - SHOP N SAVE",9565,0.229,2.106743
"SAN ANT/CORPUS CHR - H E BUTT",16244,0.348,3.319934
"BIRMINGHAM/MONTGOM - BRUNOS",11637,0.07525448,2.291828
"BIRMINGHAM/MONTGOM - KROGER",1859,0.305,2.253362
"BIRMINGHAM/MONTGOM - WINN DIXIE",6294,0.020868605,2.28551
"HARRISBURG/SCRANTN - GIANT FOOD STO",1222,0.187,3.023732
"NEW YORK (NEW) - A & P",6708,0.056284519,3.333333
"NEW YORK (NEW) - PATHMARK",30327,0.225085966,3.060606
"NEW YORK (NEW) - WALDBAUMS",1684,0,4.491093
"ROANOKE (NEW) - FOOD LION",3345,0.021203823,2.457698
"ROANOKE (NEW) - KROGER CO",7534,0.015306755,2.478232
"LOS ANGELES - LUCKY",19035,0.1165,2.904334
"LOS ANGELES - RALPHS",5250,0.188,3.053524
"LOS ANGELES - VONS",5503,0,3.485735
"CHICAGO - DOMINICK",23901,0.627,2.519978
"CHICAGO - JEWEL",13376,0,3.259345
"CHICAGO - OMNI",3440,0,2.68343
"HOUSTON - KROGER CO",10752,0.058,2.704799
"HOUSTON - RANDALLS",6754,0.116,3.639029
"PITTSBURGH - GIANT EAGLE",2417,0.019910935,3.310716
"DETROIT - FARMER JACKS",7240,0.026403202,2.719061
"DETROIT - KROGER CO",4842,0,2.727592
"CLEVELAND - STOP N SHOP",3187,0,2.943521
"ST. LOUIS - NATIONAL SUPER",2743,0.146,3.303682
"ST. LOUIS - SCHNUCK MARKETS",8163,0.069432099,2.674629
"DALLAS/FT. WORTH - ALBERTSONS",3172,0.322,3.452711
"DALLAS/FT. WORTH - KROGER CO",3635,0,2.653645
"DALLAS/FT. WORTH - TOM THUMB",3432,0.203,3.273601
"DALLAS/FT. WORTH - WINN DIXIE",2099,0.441,2.386851
"BOSTON - SHAWS",2912,0,2.430975
"BOSTON - STAR MARKET",743,0.044,3.126514
"BOSTON - STOP & SHOP",2825,0,2.572035
"SAN FRANCISCO - LUCKY",10899,0.181283889,3.22525
"TAMPA/ST. PETE - KASH N KARRY",3797,0.046743172,3.032394
"TAMPA/ST. PETE - PUBLIX",6302,0,2.764043
"TAMPA/ST. PETE - WINN DIXIE",4000,0,2.90275
"DENVER - KING SOOPERS INC",3884,0.155,3.808187
"PHILADELPHIA - ACME MARKET",2997,0.063,3.681682
"ATLANTA - KROGER CO",3526,0,3.3616
"ATLANTA - WINN DIXIE",3277,0,2.559048
"CINCINNATI - KROGER CO",5258,0.111,2.989159
"INDIANAPOLIS - KROGER CO",3998,0.352,2.653077
"OKLAHOMA CITY - HOMELAND",938,0.384,3.245203
"SACRAMENTO - RALEYS",1935,0.431,3.020155
"SAN DIEGO - LUCKY",4890,0.2855,3.094274
"SAN DIEGO - RALPHS",2237,0.152,3.05409
"SALT LAKE CITY - SMITHS FOOD",2093,0.524,3.052556
"PHOENIX - SAFEWAY",895,0.307,3.586592
"PHOENIX - FRY'S FOOD STORE",1727,0,3.587724
"PHOENIX - SMITHS FOOD",1314,0.384,2.667428
"MIAMI - PUBLIX",10701,0.0625,2.632745
"MIAMI - WINN DIXIE",7681,0,2.512433
"NASHVILLE - KROGER CO",4608,0.158,2.253038
"RALEIGH/GREENSBORO - WINN DIXIE",1466,0.026748631,2.92633
"RALEIGH/GREENSBORO - FOOD LION",4719,0,2.446493
"ALBANY,NY - PRICE CHOPPER",561,0,2.937611
"BALTI/WASH - GIANT FOOD INC",3994,0.126,3.794942
"BALTI/WASH - SAFEWAY",3838,0.116,3.987233
"BALTI/WASH - SUPER FRESH",1310,0,3.90458
"MILWAUKEE - KOHLS FOOD STORE",2368,0,3.140203
"NEW ORLEANS - WINN DIXIE",3930,0,2.773791
"BUFFALO/ROCHESTER - TOPS MARKETS",2197,0,2.417843
"BUFFALO/ROCHESTER - WEGMANS",3000,0.031333333,3.355667
"CHARLOTTE - BI LO",1817,0.167,2.386351
"CHARLOTTE - HARRIS TEETER",1534,0.0565,2.492829
"CHARLOTTE - WINN DIXIE",2224,0.2905,2.876799
"CHARLOTTE - FOOD LION",4362,0.059612002,2.465154
"HARTFORD - STOP & SHOP",1936,0,3.343492
"JACKSONVILLE,FL - PUBLIX",2058,0.011567251,2.771623
"JACKSONVILLE,FL - WINN DIXIE",3361,0.079674042,2.433502
"JACKSONVILLE,FL - FOOD LION",1203,0.13453789,2.389859
"LOUISVILLE - KROGER CO",2721,0.041695396,2.62771
"LOUISVILLE - WINN DIXIE",1582,0,2.600506
"RICHMOND/NORFOLK - FOOD LION",5328,0.148359716,2.56738
"RICHMOND/NORFOLK - NEW FARM FRESH",2902,0.112329941,2.857684
"COLUMBUS,OH - BIG BEAR",927,0,3.545847
"COLUMBUS,OH - KROGER CO",9987,0.705,2.386603
"LITTLE ROCK - HARVEST FOODS",2052,0.088299748,2.70078
"WICHITA - DILLON COMPANIES",1710,0.21,3.373684
"SOUTH CAROLINA - BI LO",10037,0.506,2.386669
"SOUTH CAROLINA - FOOD LION",5853,0.046387342,2.940885
"SOUTH CAROLINA - WINN DIXIE",3013,0,2.386658
"ORLANDO,FL - PUBLIX",6354,0.062,2.743469
"ORLANDO,FL - WINN DIXIE",3712,0,2.557112
"ORLANDO,FL - FOOD LION",801,0.017368795,2.403246
"SYRACUSE - P & C FOOD MARKE",1547,0.366,3.252101
"SYRACUSE - PRICE CHOPPER",391,0,2.85422
"SYRACUSE - WEGMANS",781,0.132666667,3.490397
"NEW ENGLAND (NORTH) - SHOP N SAVE",8766,0.229,2.106662
"SAN ANT/CORPUS CHR - H E BUTT",14612,0.396,3.263824
"BIRMINGHAM/MONTGOM - BRUNOS",11663,0.071266968,2.334991
"BIRMINGHAM/MONTGOM - KROGER",1918,0,2.252868
"BIRMINGHAM/MONTGOM - WINN DIXIE",6298,0.03110549,2.277866
"HARRISBURG/SCRANTN - GIANT FOOD STO",1107,0.188,3.009937
"NEW YORK (NEW) - A & P",4512,0.054112615,3.494238
"NEW YORK (NEW) - PATHMARK",3442,0.123101418,4.385822
"NEW YORK (NEW) - WALDBAUMS",1904,0,4.5
"ROANOKE (NEW) - FOOD LION",2921,0.050287571,2.546731
"ROANOKE (NEW) - KROGER CO",5403,0.020891808,2.49417
"LOS ANGELES - LUCKY",15217,0.1165,2.90642
"LOS ANGELES - RALPHS",4685,0.176,3.053148
"LOS ANGELES - VONS",6371,0,3.468843
"CHICAGO - DOMINICK",8462,0.397,3.136374
"CHICAGO - JEWEL",16140,0.076304819,3.129926
"CHICAGO - OMNI",2587,0,2.651334
"HOUSTON - KROGER CO",8726,0.058,2.705134
"HOUSTON - RANDALLS",4469,0.048333333,3.334303
"PITTSBURGH - GIANT EAGLE",2335,0.1685,3.327195
"DETROIT - FARMER JACKS",7368,0.008375721,2.686754
"DETROIT - KROGER CO",5110,0,2.727202
"CLEVELAND - STOP N SHOP",2905,0.02080035,3.089501
"ST. LOUIS - NATIONAL SUPER",1654,0,3.605804
"ST. LOUIS - SCHNUCK MARKETS",9967,0.1445,2.470553
"DALLAS/FT. WORTH - ALBERTSONS",3480,0.322,3.453161
"DALLAS/FT. WORTH - KROGER CO",3267,0,3.727885
"DALLAS/FT. WORTH - TOM THUMB",3566,0.1015,3.333146
"DALLAS/FT. WORTH - WINN DIXIE",2290,0.441,2.386463
"BOSTON - SHAWS",3027,0,2.425504
"BOSTON - STAR MARKET",535,0,3.123364
"BOSTON - STOP & SHOP",2234,0,2.537153
"SAN FRANCISCO - LUCKY",9022,0.2,3.668699
"TAMPA/ST. PETE - KASH N KARRY",3289,0.049502721,3.079355
"TAMPA/ST. PETE - PUBLIX",5177,0,2.778636
"TAMPA/ST. PETE - WINN DIXIE",4039,0.034251675,2.868284
"DENVER - KING SOOPERS INC",4856,0.113,3.460873
"PHILADELPHIA - ACME MARKET",3059,0.088073309,3.608369
"ATLANTA - KROGER CO",3256,0,3.353194
"ATLANTA - WINN DIXIE",3249,0,2.552478
"CINCINNATI - KROGER CO",5458,0.141,3.07915
"INDIANAPOLIS - KROGER CO",3997,0.238,2.65374
"OKLAHOMA CITY - HOMELAND",1438,0.119225895,3.157163
"SACRAMENTO - RALEYS",2988,0.64,3.320281
"SAN DIEGO - LUCKY",4617,0.058,3.087719
"SAN DIEGO - RALPHS",1757,0.151,3.052931
"SALT LAKE CITY - SMITHS FOOD",2053,0.524,3.05358
"PHOENIX - SAFEWAY",954,0.307,3.58805
"PHOENIX - FRY'S FOOD STORE",1523,0,3.585686
"PHOENIX - SMITHS FOOD",2729,0.482,3.32063
"MIAMI - PUBLIX",9612,0.0745,2.634831
"MIAMI - WINN DIXIE",7507,0,2.518716
"NASHVILLE - KROGER CO",4437,0.104,1.986477
"RALEIGH/GREENSBORO - WINN DIXIE",1610,0.026333837,2.971429
"RALEIGH/GREENSBORO - FOOD LION",3747,0.036803698,2.666667
"ALBANY,NY - PRICE CHOPPER",604,0,2.937086
"BALTI/WASH - GIANT FOOD INC",4656,0,3.794244
"BALTI/WASH - SAFEWAY",4035,0.058,3.986617
"BALTI/WASH - SUPER FRESH",1128,0,3.881206
"MILWAUKEE - KOHLS FOOD STORE",1463,0.123,3.150376
"NEW ORLEANS - WINN DIXIE",3984,0,2.794428
"BUFFALO/ROCHESTER - TOPS MARKETS",49290,0.119640063,1.706695
"BUFFALO/ROCHESTER - WEGMANS",2595,0.026333333,3.373025
"CHARLOTTE - BI LO",1903,0.301,2.386758
"CHARLOTTE - HARRIS TEETER",1623,0.025793478,2.500308
"CHARLOTTE - WINN DIXIE",2257,0.2905,2.975188
"CHARLOTTE - FOOD LION",4198,0.073139721,2.592663
"HARTFORD - STOP & SHOP",1677,0,3.36613
"JACKSONVILLE,FL - PUBLIX",1487,0.007083333,2.799597
"JACKSONVILLE,FL - WINN DIXIE",3671,0.026194308,2.432307
"JACKSONVILLE,FL - FOOD LION",1059,0.229387476,2.454202
"LOUISVILLE - KROGER CO",3090,0.047310345,2.969256
"LOUISVILLE - WINN DIXIE",1884,0,2.599257
"RICHMOND/NORFOLK - FOOD LION",4663,0.027163887,2.628565
"RICHMOND/NORFOLK - NEW FARM FRESH",3052,0,2.807339
"COLUMBUS,OH - BIG BEAR",873,0,3.538373
"COLUMBUS,OH - KROGER CO",11164,0.046263941,2.386689
"LITTLE ROCK - HARVEST FOODS",1944,0.049291785,2.689815
"WICHITA - DILLON COMPANIES",1446,0.144,3.327109
"SOUTH CAROLINA - BI LO",9761,0.506,2.386641
"SOUTH CAROLINA - FOOD LION",5572,0.055845335,2.89878
"SOUTH CAROLINA - WINN DIXIE",2747,0,2.386968
"ORLANDO,FL - PUBLIX",5147,0,2.763163
"ORLANDO,FL - WINN DIXIE",3727,0.026864188,2.754226
"ORLANDO,FL - FOOD LION",782,0.0678397,2.373402
"SYRACUSE - P & C FOOD MARKE",719,0,3.293463
"SYRACUSE - PRICE CHOPPER",522,0,2.802682
"SYRACUSE - WEGMANS",717,0.053,3.485356
"NEW ENGLAND (NORTH) - SHOP N SAVE",9993,0.228,2.106475
"SAN ANT/CORPUS CHR - H E BUTT",27348,0.348,2.653357
"BIRMINGHAM/MONTGOM - BRUNOS",10902,0.096891775,2.554669
"BIRMINGHAM/MONTGOM - KROGER",2091,0,2.030129
"BIRMINGHAM/MONTGOM - WINN DIXIE",5762,0.050236995,2.280285
"HARRISBURG/SCRANTN - GIANT FOOD STO",1072,0.075559809,2.591418
"NEW YORK (NEW) - A & P",6194,0.057018088,2.709558
"NEW YORK (NEW) - PATHMARK",3156,0.099964267,4.386882
"NEW YORK (NEW) - WALDBAUMS",1631,0,4.498467
"ROANOKE (NEW) - FOOD LION",2710,0.123999219,2.829151
"ROANOKE (NEW) - KROGER CO",5397,0.023037835,2.483046
"LOS ANGELES - LUCKY",13295,0.1165,3.2434
"LOS ANGELES - RALPHS",5421,0.155,3.053496
"LOS ANGELES - VONS",6399,0,3.491639
"CHICAGO - DOMINICK",8194,0.574,3.110081
"CHICAGO - JEWEL",14454,0.027956989,3.108897
"CHICAGO - OMNI",2497,0,2.63356
"HOUSTON - KROGER CO",9029,0.058,2.722339
"HOUSTON - RANDALLS",5106,0.115666667,3.289659
"PITTSBURGH - GIANT EAGLE",2586,0.0635,3.326373
"DETROIT - FARMER JACKS",8556,0.030973277,2.643525
"DETROIT - KROGER CO",4680,0,2.768803
"CLEVELAND - STOP N SHOP",3261,0.016427176,3.103649
"ST. LOUIS - NATIONAL SUPER",2361,0,3.372723
"ST. LOUIS - SCHNUCK MARKETS",42084,0.353242938,1.999976
"DALLAS/FT. WORTH - ALBERTSONS",3626,0.186,3.052951
"DALLAS/FT. WORTH - KROGER CO",1978,0,3.736603
"DALLAS/FT. WORTH - TOM THUMB",3257,0,3.338655
"DALLAS/FT. WORTH - WINN DIXIE",2034,0.441,2.386922
"BOSTON - SHAWS",3003,0,2.425907
"BOSTON - STAR MARKET",759,0,3.13834
"BOSTON - STOP & SHOP",4126,0,2.386815
"SAN FRANCISCO - LUCKY",9324,0.169666667,3.700236
"TAMPA/ST. PETE - KASH N KARRY",3519,0,3.1185
"TAMPA/ST. PETE - PUBLIX",5088,0,2.763168
"TAMPA/ST. PETE - WINN DIXIE",4174,0,2.887159
"DENVER - KING SOOPERS INC",11184,0.1205,2.716917
"PHILADELPHIA - ACME MARKET",10689,0.1395,2.653382
"ATLANTA - KROGER CO",3200,0,3.423437
"ATLANTA - WINN DIXIE",3017,0,2.568114
"CINCINNATI - KROGER CO",12952,0.198,2.386736
"INDIANAPOLIS - KROGER CO",4448,0.238,2.653327
"OKLAHOMA CITY - HOMELAND",5611,0.419043689,2.535733
"SACRAMENTO - RALEYS",1854,0.555,3.852211
"SAN DIEGO - LUCKY",4283,0,3.345786
"SAN DIEGO - RALPHS",1761,0,3.052811
"SALT LAKE CITY - SMITHS FOOD",2098,0.632,3.053384
"PHOENIX - SAFEWAY",1205,0.307,3.586722
"PHOENIX - FRY'S FOOD STORE",4640,0,2.653448
"PHOENIX - SMITHS FOOD",1780,0.649,3.320787
"MIAMI - PUBLIX",10279,0.045,2.646853
"MIAMI - WINN DIXIE",7794,0,2.533231
"NASHVILLE - KROGER CO",4756,0.18,1.986754
"RALEIGH/GREENSBORO - WINN DIXIE",1652,0.018478332,3.00908
"RALEIGH/GREENSBORO - FOOD LION",4190,0.03580694,2.683532
"ALBANY,NY - PRICE CHOPPER",746,0,2.928954
"BALTI/WASH - GIANT FOOD INC",4330,0,3.759815
"BALTI/WASH - SAFEWAY",4321,0.058,4.120574
"BALTI/WASH - SUPER FRESH",1313,0,3.887281
"MILWAUKEE - KOHLS FOOD STORE",3414,0.053149822,3.133568
"NEW ORLEANS - WINN DIXIE",3954,0,2.788316
"BUFFALO/ROCHESTER - TOPS MARKETS",5084,0.0153125,3.195122
"BUFFALO/ROCHESTER - WEGMANS",2754,0.053333333,3.390704
"CHARLOTTE - BI LO",1803,0.482,2.386578
"CHARLOTTE - HARRIS TEETER",1634,0.039360864,2.49694
"CHARLOTTE - WINN DIXIE",2516,0.291,2.889507
"CHARLOTTE - FOOD LION",4137,0.083724012,2.717428
"HARTFORD - STOP & SHOP",6837,0,2.386573
"JACKSONVILLE,FL - PUBLIX",1673,0.007142263,2.764495
"JACKSONVILLE,FL - WINN DIXIE",4063,0.088855823,2.448191
"JACKSONVILLE,FL - FOOD LION",1292,0.160270127,2.444272
"LOUISVILLE - KROGER CO",2528,0,2.691851
"LOUISVILLE - WINN DIXIE",1966,0,2.599695
"RICHMOND/NORFOLK - FOOD LION",5533,0.034616303,2.750226
"RICHMOND/NORFOLK - NEW FARM FRESH",2546,0.074301018,2.846426
"COLUMBUS,OH - BIG BEAR",1437,0,3.551844
"COLUMBUS,OH - KROGER CO",7842,0.219,2.393267
"LITTLE ROCK - HARVEST FOODS",2193,0.070736441,2.675331
"WICHITA - DILLON COMPANIES",1943,0.21,3.053525
"SOUTH CAROLINA - BI LO",9557,0.386,2.386732
"SOUTH CAROLINA - FOOD LION",5842,0.079323026,2.918521
"SOUTH CAROLINA - WINN DIXIE",2699,0,2.38718
"ORLANDO,FL - PUBLIX",5158,0.0285,2.766576
"ORLANDO,FL - WINN DIXIE",4991,0.029804423,2.884192
"ORLANDO,FL - FOOD LION",977,0.071650506,2.392016
"SYRACUSE - P & C FOOD MARKE",1311,0.33,3.378337
"SYRACUSE - PRICE CHOPPER",577,0,2.828423
"SYRACUSE - WEGMANS",828,0.202,3.487923
"NEW ENGLAND (NORTH) - SHOP N SAVE",8517,0.228,2.106728
"SAN ANT/CORPUS CHR - H E BUTT",22490,0.418,3.040285
"BIRMINGHAM/MONTGOM - BRUNOS",11184,0.066232516,2.522353
"BIRMINGHAM/MONTGOM - KROGER",2319,0,2.026304
"BIRMINGHAM/MONTGOM - WINN DIXIE",5426,0.052965686,2.279948
"HARRISBURG/SCRANTN - GIANT FOOD STO",1382,0.188,2.960926
"NEW YORK (NEW) - A & P",13070,0.059,2.653481
"NEW YORK (NEW) - PATHMARK",3176,0.118038288,4.385705
"NEW YORK (NEW) - WALDBAUMS",1541,0,4.455548
"ROANOKE (NEW) - FOOD LION",2693,0.085118026,3.042332
"ROANOKE (NEW) - KROGER CO",5667,0.015909046,2.538027
"LOS ANGELES - LUCKY",10143,0.1165,3.233166
"LOS ANGELES - RALPHS",7459,0.461,3.053492
"LOS ANGELES - VONS",5912,0,3.574932
"CHICAGO - DOMINICK",87495,0.715,1.319995
"CHICAGO - JEWEL",11892,0.039269758,3.128322
"CHICAGO - OMNI",8991,0.824,2.373373
"HOUSTON - KROGER CO",8530,0.037,2.721336
"HOUSTON - RANDALLS",10830,0.158,2.480517
"PITTSBURGH - GIANT EAGLE",2436,0.012792417,3.325534
"DETROIT - FARMER JACKS",7078,0.013508111,2.5
"DETROIT - KROGER CO",3411,0,3.018763
"CLEVELAND - STOP N SHOP",3038,0,3.087228
"ST. LOUIS - NATIONAL SUPER",2653,0,3.369393
"ST. LOUIS - SCHNUCK MARKETS",15483,0.031579468,2.266809
"DALLAS/FT. WORTH - ALBERTSONS",4434,0.186,3.053451
"DALLAS/FT. WORTH - KROGER CO",2071,0,3.706422
"DALLAS/FT. WORTH - TOM THUMB",4031,0.0835,3.331679
"DALLAS/FT. WORTH - WINN DIXIE",2570,0.442,2.38716
"BOSTON - SHAWS",2467,0,2.44467
"BOSTON - STAR MARKET",2490,0,2.519679
"BOSTON - STOP & SHOP",2871,0,2.534657
"SAN FRANCISCO - LUCKY",8671,0.238620613,3.687349
"TAMPA/ST. PETE - KASH N KARRY",4422,0.039837955,2.885346
"TAMPA/ST. PETE - PUBLIX",5136,0,2.784657
"TAMPA/ST. PETE - WINN DIXIE",4133,0,2.903702
"DENVER - KING SOOPERS INC",10754,0.1435,2.723824
"PHILADELPHIA - ACME MARKET",2864,0.0925,3.634078
"ATLANTA - KROGER CO",3481,0,3.409365
"ATLANTA - WINN DIXIE",3244,0,2.672318
"CINCINNATI - KROGER CO",9506,0.295,2.386598
"INDIANAPOLIS - KROGER CO",4084,0.238,2.653036
"OKLAHOMA CITY - HOMELAND",4080,0.222160194,2.426716
"SACRAMENTO - RALEYS",1730,0.5625,3.852023
"SAN DIEGO - LUCKY",2804,0.0685,3.340585
"SAN DIEGO - RALPHS",2743,0.18,3.052862
"SALT LAKE CITY - SMITHS FOOD",2530,0.711,3.05336
"PHOENIX - SAFEWAY",1187,0.307,3.586352
"PHOENIX - FRY'S FOOD STORE",2743,0,2.653664
"PHOENIX - SMITHS FOOD",1910,0.649,3.320942
"MIAMI - PUBLIX",9887,0.0385,2.646202
"MIAMI - WINN DIXIE",9005,0,2.498168
"NASHVILLE - KROGER CO",4336,0.036,1.986393
"RALEIGH/GREENSBORO - WINN DIXIE",1753,0.024387069,3.01312
"RALEIGH/GREENSBORO - FOOD LION",3793,0,2.799895
"ALBANY,NY - PRICE CHOPPER",5561,0.3435,2.219205
"BALTI/WASH - GIANT FOOD INC",4321,0,3.772275
"BALTI/WASH - SAFEWAY",4016,0.077,4.120518
